n h l2_abs l2_rel
20 0.05 0.006514848052246054 0.08890279380060201
40 0.025 0.0010603402331885014 0.014413977364291505
80 0.0125 0.00022877701083323453 0.0031090707528098373
160 0.00625 5.3281314858240825e-05 0.0007240778692530472
320 0.003125 1.26449852278143e-05 0.00017184154296139362
640 0.0015625 3.013387125954935e-06 4.0951020986596895e-05
1280 0.00077519
2560 0.00039062 
